"capturedate","id","lat","long","alt"
"2023-11-02T05:34:07","38a7fe867c5e7119",43.4710157,-80.5526992,0
"2023-11-02T05:40:09","-8870730110002065067",43.463112138059,-80.5431868352235,333.923430356197
"2023-11-02T06:54:01","38a7fe867c5e7119",43.4710157,-80.5526992,0
"2023-11-02T06:56:39","bf09563aab47fcc9",43.4894374,-80.5461861,309.799987792969
"2023-11-02T06:56:39","bf09563aab47fcc9",43.4894374,-80.5461861,309.799987792969
"2023-11-02T06:56:39","bf09563aab47fcc9",43.4894374,-80.5461861,309.799987792969
"2023-11-02T06:56:39","bf09563aab47fcc9",43.4894374,-80.5461861,309.799987792969
"2023-11-02T06:56:39","bf09563aab47fcc9",43.4894374,-80.5461861,309.799987792969
"2023-11-02T06:56:39","bf09563aab47fcc9",43.4894374,-80.5461861,309.799987792969
"2023-11-02T06:56:39","bf09563aab47fcc9",43.4894374,-80.5461861,309.799987792969
"2023-11-02T07:09:32","bf09563aab47fcc9",43.4894374,-80.5461861,309.799987792969
"2023-11-02T07:09:32","bf09563aab47fcc9",43.4894374,-80.5461861,309.799987792969
"2023-11-02T07:09:32","bf09563aab47fcc9",43.4894374,-80.5461861,309.799987792969
"2023-11-02T07:09:32","bf09563aab47fcc9",43.4894374,-80.5461861,309.799987792969
"2023-11-02T07:09:32","bf09563aab47fcc9",43.4894374,-80.5461861,309.799987792969
"2023-11-02T07:09:32","bf09563aab47fcc9",43.4894374,-80.5461861,309.799987792969
"2023-11-02T07:09:32","bf09563aab47fcc9",43.4894374,-80.5461861,309.799987792969
"2023-11-02T07:12:45","38a7fe867c5e7119",43.4710157,-80.5526992,0
"2023-11-02T07:13:12","38a7fe867c5e7119",43.4710157,-80.5526992,0
"2023-11-02T07:23:05","38a7fe867c5e7119",43.4710157,-80.5526992,0
"2023-11-02T08:25:31","bf09563aab47fcc9",43.4894296,-80.54618,309.799987792969
"2023-11-02T08:25:32","bf09563aab47fcc9",43.4894296,-80.54618,309.799987792969
"2023-11-02T08:25:31","bf09563aab47fcc9",43.4894296,-80.54618,309.799987792969
"2023-11-02T08:25:32","bf09563aab47fcc9",43.4894296,-80.54618,309.799987792969
"2023-11-02T08:25:31","bf09563aab47fcc9",43.4894296,-80.54618,309.799987792969
"2023-11-02T08:25:31","bf09563aab47fcc9",43.4894296,-80.54618,309.799987792969
"2023-11-02T08:25:31","bf09563aab47fcc9",43.4894296,-80.54618,309.799987792969
"2023-11-02T08:36:28","bf09563aab47fcc9",43.4894282,-80.546165,309.799987792969
"2023-11-02T08:36:28","bf09563aab47fcc9",43.4894282,-80.546165,309.799987792969
"2023-11-02T08:36:28","bf09563aab47fcc9",43.4894282,-80.546165,309.799987792969
"2023-11-02T08:36:28","bf09563aab47fcc9",43.4894282,-80.546165,309.799987792969
"2023-11-02T08:36:28","bf09563aab47fcc9",43.4894282,-80.546165,309.799987792969
"2023-11-02T08:36:28","bf09563aab47fcc9",43.4894282,-80.546165,309.799987792969
"2023-11-02T08:36:28","bf09563aab47fcc9",43.4894282,-80.546165,309.799987792969
"2023-11-02T08:53:05","bf09563aab47fcc9",43.4894282,-80.546165,309.799987792969
"2023-11-02T08:53:05","bf09563aab47fcc9",43.4894282,-80.546165,309.799987792969
"2023-11-02T08:53:05","bf09563aab47fcc9",43.4894282,-80.546165,309.799987792969
"2023-11-02T08:53:05","bf09563aab47fcc9",43.4894282,-80.546165,309.799987792969
"2023-11-02T08:53:05","bf09563aab47fcc9",43.4894282,-80.546165,309.799987792969
"2023-11-02T08:53:05","bf09563aab47fcc9",43.4894282,-80.546165,309.799987792969
"2023-11-02T08:53:05","bf09563aab47fcc9",43.4894282,-80.546165,309.799987792969
"2023-11-02T09:11:20","-8870730110002065067",43.4629162028839,-80.5434114486729,338.241329235025
"2023-11-02T09:25:00","-1464786257718885524",37.33181965,-122.03043332,0
"2023-11-02T09:26:35","-8870730110002065067",43.4630100801994,-80.5432855524873,343.583812756464
"2023-11-02T09:26:45","647589156509982771",37.33181965,-122.03043332,0
"2023-11-02T09:28:44","-6935356863913484573",37.33072336,-122.0305179,0
"2023-11-02T09:31:16","-6935356863913484573",37.33181965,-122.03043332,0
"2023-11-02T09:36:39","-6935356863913484573",37.33181965,-122.03043332,0
"2023-11-02T09:37:08","-6935356863913484573",37.33091383,-122.03061321,0
"2023-11-02T09:39:12","-6935356863913484573",37.33019612,-122.02543657,0
"2023-11-02T09:39:44","-6935356863913484573",37.33021794,-122.02391316,0
"2023-11-02T09:41:31","-6935356863913484573",37.32940293,-122.01980518,0
"2023-11-02T09:43:47","-3186272644056749339",37.33070386,-122.03044428,0
"2023-11-02T09:44:53","-7449399459177532690",37.33114614,-122.03071071,0
"2023-11-02T10:02:58","-8870730110002065067",43.4629282133856,-80.543222473921,345.830593271181
"2023-11-02T10:03:09","-7449399459177532690",37.33182081,-122.03038642,0
"2023-11-02T10:05:48","-7449399459177532690",37.33181965,-122.03043332,0
"2023-11-02T10:15:56","4179379508868081613",43.5847055517271,-80.4795386247592,330.739628131501
"2023-11-02T10:16:16","4179379508868081613",43.5847117519414,-80.4795021191989,320.593154950999
"2023-11-02T10:21:30","-8870730110002065067",43.4629438786881,-80.5431670063204,343.642315037549
"2023-11-02T10:31:17","4179379508868081613",43.5846891208029,-80.4795144405965,319.553833048791
"2023-11-02T10:34:06","-2310313674855901100",37.33181965,-122.03043332,0
"2023-11-02T10:35:59","3322956413120437099",37.33034447,-122.02830316,0
"2023-11-02T10:37:55","-8870730110002065067",43.4630293557127,-80.5433401477376,356.253864348866
"2023-11-02T10:39:34","-2951059780345835343",37.33117775,-122.03072292,0
"2023-11-02T10:42:15","6113657767718215623",37.33181965,-122.03043332,0
"2023-11-02T10:42:55","5564554307336592467",37.33131509,-122.03073779,0
"2023-11-02T10:46:17","4179379508868081613",43.584683584781,-80.4795267367867,334.208986664191
"2023-11-02T10:53:46","-2520949601721384927",37.33158231,-122.03070604,0
"2023-11-02T10:54:00","-8870730110002065067",43.4630821212618,-80.5432098114495,344.606086879969
